area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Baltimore-Columbia-Towson, MD",2013,2771765,0.5858,16143,33436,23653,8050,-1655
"Baltimore-Columbia-Towson, MD",2014,2784254,0.4506,12489,33629,23215,8796,-5842
"Baltimore-Columbia-Towson, MD",2015,2793837,0.3442,9583,34312,24980,9346,-8639
"Baltimore-Columbia-Towson, MD",2016,2798886,0.1807,5049,33978,25713,8801,-11262
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bangor, ME",1970,125393,null,null,null,null,null,null
"Bangor, ME",1971,127900,1.9993,2507,null,null,null,null
"Bangor, ME",1972,129000,0.86,1100,null,null,null,null
"Bangor, ME",1973,130800,1.3953,1800,null,null,null,null
"Bangor, ME",1974,132000,0.9174,1200,null,null,null,null
"Bangor, ME",1975,133400,1.0606,1400,null,null,null,null
"Bangor, ME",1976,135500,1.5742,2100,null,null,null,null
"Bangor, ME",1977,136100,0.4428,600,null,null,null,null
"Bangor, ME",1978,136900,0.5878,800,null,null,null,null
"Bangor, ME",1979,137200,0.2191,300,null,null,null,null
"Bangor, ME",1980,137015,-0.1348,-185,null,null,null,null
"Bangor, ME",1981,137952,0.6839,937,null,null,null,null
"Bangor, ME",1982,138020,0.0493,68,1951,1126,null,null
"Bangor, ME",1983,138101,0.0587,81,1940,1138,null,null
"Bangor, ME",1984,138488,0.2802,387,1923,1132,null,null
"Bangor, ME",1985,138654,0.1199,166,1914,1149,null,null
"Bangor, ME",1986,139169,0.3714,515,1856,1184,null,null
"Bangor, ME",1987,140207,0.7459,1038,1827,1212,null,null
"Bangor, ME",1988,142639,1.7346,2432,1876,1225,null,null
"Bangor, ME",1989,145402,1.9371,2763,1929,1219,null,null
"Bangor, ME",1990,146601,0.8246,1199,1454,905,null,null
"Bangor, ME",1991,147315,0.487,714,1937,1226,null,null
"Bangor, ME",1992,146435,-0.5974,-880,1769,1194,48,-1154
"Bangor, ME",1993,146752,0.2165,317,1718,1283,23,-361
"Bangor, ME",1994,147000,0.169,248,1647,1334,51,-146
"Bangor, ME",1995,145724,-0.868,-1276,1568,1272,50,-1171
"Bangor, ME",1996,145356,-0.2525,-368,1514,1292,54,-805
"Bangor, ME",1997,144910,-0.3068,-446,1468,1309,28,-857
"Bangor, ME",1998,144574,-0.2319,-336,1532,1270,34,-890
"Bangor, ME",1999,144902,0.2269,328,1467,1333,52,-128
"Bangor, ME",2000,144919,0.0117,17,null,null,null,null
"Bangor, ME",2001,146110,0.8218,1191,1572,1368,142,478
"Bangor, ME",2002,147298,0.8131,1188,1476,1343,131,534
"Bangor, ME",2003,148759,0.9919,1461,1557,1394,92,795
"Bangor, ME",2004,148814,0.037,55,1573,1340,140,-707
"Bangor, ME",2005,149726,0.6128,912,1621,1445,135,206
"Bangor, ME",2006,151446,1.1488,1720,1603,1428,148,968
"Bangor, ME",2007,152232,0.519,786,1657,1329,124,-13
"Bangor, ME",2008,153372,0.7489,1140,1633,1377,127,306
"Bangor, ME",2009,153770,0.2595,398,1637,1426,123,-151
"Bangor, ME",2010,153923,0.0995,153,416,374,22,-116
"Bangor, ME",2011,153814,-0.0708,-109,1448,1437,113,-166
"Bangor, ME",2012,153589,-0.1463,-225,1481,1489,120,-329
"Bangor, ME",2013,153518,-0.0462,-71,1462,1596,126,-150
"Bangor, ME",2014,153500,-0.0117,-18,1452,1462,126,-83
"Bangor, ME",2015,152478,-0.6658,-1022,1419,1532,139,-1114
"Bangor, ME",2016,151806,-0.4407,-672,1380,1577,132,-488
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Barnstable Town, MA",1970,96656,null,null,null,null,null,null
"Barnstable Town, MA",1971,99200,2.632,2544,null,null,null,null
"Barnstable Town, MA",1972,99200,0,0,null,null,null,null
"Barnstable Town, MA",1973,111100,11.996,11900,null,null,null,null
"Barnstable Town, MA",1974,123800,11.4311,12700,null,null,null,null
"Barnstable Town, MA",1975,129400,4.5234,5600,null,null,null,null
"Barnstable Town, MA",1976,133100,2.8594,3700,null,null,null,null
"Barnstable Town, MA",1977,138100,3.7566,5000,null,null,null,null
"Barnstable Town, MA",1978,141000,2.0999,2900,null,null,null,null
"Barnstable Town, MA",1979,146300,3.7589,5300,null,null,null,null
"Barnstable Town, MA",1980,147925,1.1107,1625,null,null,null,null
"Barnstable Town, MA",1981,152189,2.8825,4264,null,null,null,null
"Barnstable Town, MA",1982,154460,1.4922,2271,1844,1860,null,null
"Barnstable Town, MA",1983,157320,1.8516,2860,1880,1868,null,null
"Barnstable Town, MA",1984,162135,3.0606,4815,1927,1939,null,null
"Barnstable Town, MA",1985,166578,2.7403,4443,2008,2066,null,null
"Barnstable Town, MA",1986,171633,3.0346,5055,2087,2143,null,null
"Barnstable Town, MA",1987,176215,2.6696,4582,2190,2184,null,null
"Barnstable Town, MA",1988,181137,2.7932,4922,2311,2244,null,null
"Barnstable Town, MA",1989,184642,1.935,3505,2398,2244,null,null
"Barnstable Town, MA",1990,186605,1.0631,1963,1823,1646,null,null
"Barnstable Town, MA",1991,189165,1.3719,2560,2423,2215,null,null
"Barnstable Town, MA",1992,191595,1.2846,2430,2330,2379,52,1781
"Barnstable Town, MA",1993,194830,1.6885,3235,2166,2324,172,2661
"Barnstable Town, MA",1994,198533,1.9006,3703,2143,2359,231,3168
"Barnstable Town, MA",1995,202874,2.1865,4341,2123,2563,183,3903
"Barnstable Town, MA",1996,206852,1.9608,3978,2040,2492,86,3746
"Barnstable Town, MA",1997,210380,1.7056,3528,2056,2541,107,3114
"Barnstable Town, MA",1998,214497,1.9569,4117,2126,2548,78,3650
"Barnstable Town, MA",1999,218960,2.0807,4463,2205,2541,83,4223
"Barnstable Town, MA",2000,222230,1.4934,3270,null,null,null,null
"Barnstable Town, MA",2001,224087,0.8356,1857,2023,2744,424,2165
"Barnstable Town, MA",2002,225421,0.5953,1334,1995,2756,351,2518
"Barnstable Town, MA",2003,226011,0.2617,590,2000,2786,220,1905
"Barnstable Town, MA",2004,224264,-0.773,-1747,1940,2867,397,-598
"Barnstable Town, MA",2005,221995,-1.0118,-2269,1976,2707,335,-1223
"Barnstable Town, MA",2006,220037,-0.882,-1958,1931,2696,383,-961
"Barnstable Town, MA",2007,218380,-0.7531,-1657,1938,2676,312,-622
"Barnstable Town, MA",2008,217066,-0.6017,-1314,1956,2759,315,-194
"Barnstable Town, MA",2009,215994,-0.4939,-1072,1921,2803,299,265
"Barnstable Town, MA",2010,215888,-0.0491,-106,445,707,89,208
"Barnstable Town, MA",2011,215372,-0.239,-516,1652,2871,283,586
"Barnstable Town, MA",2012,214915,-0.2122,-457,1591,2681,381,270
"Barnstable Town, MA",2013,214844,-0.033,-71,1542,2886,363,708
"Barnstable Town, MA",2014,214858,0.0065,14,1547,2862,389,961
"Barnstable Town, MA",2015,214621,-0.1103,-237,1488,2875,414,550
"Barnstable Town, MA",2016,214276,-0.1607,-345,1506,2908,391,745
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Baton Rouge, LA",1970,466731,null,null,null,null,null,null
"Baton Rouge, LA",1971,476200,2.0288,9469,null,null,null,null
"Baton Rouge, LA",1972,488800,2.6459,12600,null,null,null,null
"Baton Rouge, LA",1973,497500,1.7799,8700,null,null,null,null
"Baton Rouge, LA",1974,507700,2.0503,10200,null,null,null,null
"Baton Rouge, LA",1975,517900,2.0091,10200,null,null,null,null
"Baton Rouge, LA",1976,532800,2.877,14900,null,null,null,null
"Baton Rouge, LA",1977,549200,3.0781,16400,null,null,null,null
"Baton Rouge, LA",1978,561200,2.185,12000,null,null,null,null
"Baton Rouge, LA",1979,577600,2.9223,16400,null,null,null,null
"Baton Rouge, LA",1980,591383,2.3863,13783,null,null,null,null
"Baton Rouge, LA",1981,606705,2.5909,15322,null,null,null,null
"Baton Rouge, LA",1982,618386,1.9253,11681,11828,4173,null,null
"Baton Rouge, LA",1983,628340,1.6097,9954,11975,4246,null,null
"Baton Rouge, LA",1984,633436,0.811,5096,11953,4145,null,null
"Baton Rouge, LA",1985,636971,0.5581,3535,11902,4120,null,null
"Baton Rouge, LA",1986,636761,-0.033,-210,11565,4261,null,null
"Baton Rouge, LA",1987,629017,-1.2162,-7744,10952,4304,null,null
"Baton Rouge, LA",1988,625135,-0.6172,-3882,10542,4481,null,null
"Baton Rouge, LA",1989,623372,-0.282,-1763,10472,4572,null,null
"Baton Rouge, LA",1990,623850,0.0767,478,7826,3437,null,null
"Baton Rouge, LA",1991,635197,1.8189,11347,10600,4556,null,null
"Baton Rouge, LA",1992,647179,1.8863,11982,10759,4740,499,3264
"Baton Rouge, LA",1993,657226,1.5524,10047,10768,4780,525,1349
"Baton Rouge, LA",1994,664462,1.101,7236,10458,4952,415,-858
"Baton Rouge, LA",1995,671247,1.0211,6785,10196,5200,552,-960
"Baton Rouge, LA",1996,678500,1.0805,7253,9911,5149,594,-443
"Baton Rouge, LA",1997,686021,1.1085,7521,10121,4973,440,-539
"Baton Rouge, LA",1998,693072,1.0278,7051,10365,5184,395,-716
"Baton Rouge, LA",1999,700767,1.1103,7695,10312,5166,435,-830
"Baton Rouge, LA",2000,705973,0.7429,5206,null,null,null,null
"Baton Rouge, LA",2001,710731,0.674,4758,10540,5588,1038,-3008
"Baton Rouge, LA",2002,715379,0.654,4648,10320,5705,999,-1415
"Baton Rouge, LA",2003,722274,0.9638,6895,10198,5758,874,951
"Baton Rouge, LA",2004,729774,1.0384,7500,10406,5870,916,1730
"Baton Rouge, LA",2005,735507,0.7856,5733,10308,5925,986,-362
"Baton Rouge, LA",2006,771940,4.9535,36433,10759,6282,1007,29685
"Baton Rouge, LA",2007,779796,1.0177,7856,11566,6133,924,827
"Baton Rouge, LA",2008,787767,1.0222,7971,11472,5963,901,846
"Baton Rouge, LA",2009,795897,1.032,8130,11173,6375,901,1990
"Baton Rouge, LA",2010,802484,0.8276,6587,2569,1421,307,351
"Baton Rouge, LA",2011,808397,0.7368,5913,10938,6158,1178,-1891
"Baton Rouge, LA",2012,813756,0.6629,5359,10877,6225,1166,-445
"Baton Rouge, LA",2013,819507,0.7067,5751,11098,6786,1085,323
"Baton Rouge, LA",2014,825155,0.6892,5648,11270,6828,1224,164
"Baton Rouge, LA",2015,829741,0.5558,4586,11223,6977,1284,-1094
"Baton Rouge, LA",2016,835175,0.6549,5434,11167,7038,1259,279
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Battle Creek, MI",1970,141963,null,null,null,null,null,null
"Battle Creek, MI",1971,140600,-0.9601,-1363,null,null,null,null
"Battle Creek, MI",1972,142000,0.9957,1400,null,null,null,null
"Battle Creek, MI",1973,142300,0.2113,300,null,null,null,null
"Battle Creek, MI",1974,143000,0.4919,700,null,null,null,null
"Battle Creek, MI",1975,142600,-0.2797,-400,null,null,null,null
"Battle Creek, MI",1976,142400,-0.1403,-200,null,null,null,null
"Battle Creek, MI",1977,142800,0.2809,400,null,null,null,null
"Battle Creek, MI",1978,143500,0.4902,700,null,null,null,null
"Battle Creek, MI",1979,142300,-0.8362,-1200,null,null,null,null
"Battle Creek, MI",1980,141579,-0.5067,-721,null,null,null,null
"Battle Creek, MI",1981,141880,0.2126,301,null,null,null,null
"Battle Creek, MI",1982,139886,-1.4054,-1994,2143,1258,null,null
"Battle Creek, MI",1983,137629,-1.6135,-2257,2032,1293,null,null
"Battle Creek, MI",1984,135682,-1.4147,-1947,1966,1252,null,null
"Battle Creek, MI",1985,134523,-0.8542,-1159,1991,1228,null,null
"Battle Creek, MI",1986,134316,-0.1539,-207,1961,1298,null,null
"Battle Creek, MI",1987,134849,0.3968,533,1958,1346,null,null
"Battle Creek, MI",1988,134459,-0.2892,-390,2001,1380,null,null
"Battle Creek, MI",1989,135457,0.7422,998,2065,1378,null,null
"Battle Creek, MI",1990,135982,0.3876,525,1584,1022,null,null
"Battle Creek, MI",1991,136814,0.6118,832,2139,1355,null,null
"Battle Creek, MI",1992,137298,0.3538,484,2152,1380,27,94
"Battle Creek, MI",1993,137775,0.3474,477,2053,1313,52,90
"Battle Creek, MI",1994,137910,0.098,135,1873,1415,23,59
"Battle Creek, MI",1995,137393,-0.3749,-517,1973,1327,6,-777
"Battle Creek, MI",1996,136630,-0.5553,-763,1852,1354,25,-873
"Battle Creek, MI",1997,136834,0.1493,204,1795,1460,32,226
"Battle Creek, MI",1998,137783,0.6935,949,1825,1515,44,1003
"Battle Creek, MI",1999,138021,0.1727,238,1791,1518,52,299
"Battle Creek, MI",2000,137985,-0.0261,-36,null,null,null,null
"Battle Creek, MI",2001,138158,0.1254,173,1923,1429,221,-554
"Battle Creek, MI",2002,138580,0.3054,422,1855,1500,204,-130
"Battle Creek, MI",2003,138962,0.2757,382,1915,1459,180,-255
"Battle Creek, MI",2004,139443,0.3461,481,1888,1399,200,-215
"Battle Creek, MI",2005,138946,-0.3564,-497,1849,1387,202,-1193
"Battle Creek, MI",2006,138291,-0.4714,-655,1817,1407,207,-1295
"Battle Creek, MI",2007,137582,-0.5127,-709,1864,1465,188,-1350
"Battle Creek, MI",2008,137313,-0.1955,-269,1920,1418,184,-971
"Battle Creek, MI",2009,136301,-0.737,-1012,1843,1381,184,-1417
"Battle Creek, MI",2010,136146,-0.1137,-155,407,451,44,-122
"Battle Creek, MI",2011,135245,-0.6618,-901,1661,1466,151,-1111
"Battle Creek, MI",2012,134777,-0.346,-468,1618,1450,252,-892
"Battle Creek, MI",2013,134869,0.0683,92,1684,1457,253,-430
"Battle Creek, MI",2014,134976,0.0793,107,1699,1455,273,-374
"Battle Creek, MI",2015,134447,-0.3919,-529,1648,1371,281,-1013
"Battle Creek, MI",2016,134386,-0.0454,-61,1638,1405,281,-510
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bay City, MI",1970,117339,null,null,null,null,null,null
"Bay City, MI",1971,118500,0.9894,1161,null,null,null,null
"Bay City, MI",1972,119100,0.5063,600,null,null,null,null
"Bay City, MI",1973,119800,0.5877,700,null,null,null,null
"Bay City, MI",1974,120500,0.5843,700,null,null,null,null
"Bay City, MI",1975,120400,-0.083,-100,null,null,null,null
"Bay City, MI",1976,120600,0.1661,200,null,null,null,null
"Bay City, MI",1977,121500,0.7463,900,null,null,null,null
"Bay City, MI",1978,122100,0.4938,600,null,null,null,null
"Bay City, MI",1979,121100,-0.819,-1000,null,null,null,null
"Bay City, MI",1980,119881,-1.0066,-1219,null,null,null,null
"Bay City, MI",1981,120401,0.4338,520,null,null,null,null
"Bay City, MI",1982,118804,-1.3264,-1597,1810,945,null,null
"Bay City, MI",1983,117330,-1.2407,-1474,1770,965,null,null
"Bay City, MI",1984,116677,-0.5565,-653,1667,959,null,null
"Bay City, MI",1985,115017,-1.4227,-1660,1651,971,null,null
"Bay City, MI",1986,114267,-0.6521,-750,1648,987,null,null
"Bay City, MI",1987,113959,-0.2695,-308,1596,967,null,null
"Bay City, MI",1988,112898,-0.931,-1061,1596,978,null,null
"Bay City, MI",1989,112061,-0.7414,-837,1604,988,null,null
"Bay City, MI",1990,111723,-0.3016,-338,1203,728,null,null
"Bay City, MI",1991,111803,0.0716,80,1642,993,null,null
"Bay City, MI",1992,112182,0.339,379,1582,1030,12,-213
"Bay City, MI",1993,112397,0.1917,215,1573,1034,33,-394
"Bay City, MI",1994,112025,-0.331,-372,1420,1004,8,-848
"Bay City, MI",1995,111680,-0.308,-345,1385,1037,15,-757
"Bay City, MI",1996,111231,-0.402,-449,1354,1030,25,-850
"Bay City, MI",1997,111040,-0.1717,-191,1366,984,22,-681
"Bay City, MI",1998,110704,-0.3026,-336,1317,1039,22,-700
"Bay City, MI",1999,110295,-0.3695,-409,1358,1023,16,-805
"Bay City, MI",2000,110157,-0.1251,-138,null,null,null,null
"Bay City, MI",2001,109836,-0.2914,-321,1319,1095,34,-593
"Bay City, MI",2002,109861,0.0228,25,1326,1115,29,-203
"Bay City, MI",2003,109559,-0.2749,-302,1230,1114,13,-452
"Bay City, MI",2004,109453,-0.0968,-106,1309,1122,31,-330
"Bay City, MI",2005,109165,-0.2631,-288,1230,1104,20,-443
"Bay City, MI",2006,108711,-0.4159,-454,1233,1088,25,-627
"Bay City, MI",2007,108132,-0.5326,-579,1252,1182,20,-678
"Bay City, MI",2008,108320,0.1739,188,1272,1087,20,38
"Bay City, MI",2009,107913,-0.3757,-407,1285,1074,20,-381
"Bay City, MI",2010,107771,-0.1316,-142,298,309,5,-75
"Bay City, MI",2011,107498,-0.2533,-273,1153,1156,57,-252
"Bay City, MI",2012,107091,-0.3786,-407,1070,1188,45,-337
"Bay City, MI",2013,106910,-0.169,-181,1030,1133,42,-131
"Bay City, MI",2014,106232,-0.6342,-678,1087,1144,49,-620
"Bay City, MI",2015,105557,-0.6354,-675,1005,1210,50,-541
"Bay City, MI",2016,104747,-0.7674,-810,1011,1168,49,-629
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Beaumont-Port Arthur, TX",1970,359225,null,null,null,null,null,null
"Beaumont-Port Arthur, TX",1971,361200,0.5498,1975,null,null,null,null
"Beaumont-Port Arthur, TX",1972,362600,0.3876,1400,null,null,null,null
"Beaumont-Port Arthur, TX",1973,357400,-1.4341,-5200,null,null,null,null
"Beaumont-Port Arthur, TX",1974,358500,0.3078,1100,null,null,null,null
"Beaumont-Port Arthur, TX",1975,363600,1.4226,5100,null,null,null,null
"Beaumont-Port Arthur, TX",1976,369200,1.5402,5600,null,null,null,null
"Beaumont-Port Arthur, TX",1977,375300,1.6522,6100,null,null,null,null
"Beaumont-Port Arthur, TX",1978,377400,0.5596,2100,null,null,null,null
"Beaumont-Port Arthur, TX",1979,383800,1.6958,6400,null,null,null,null
"Beaumont-Port Arthur, TX",1980,386464,0.6941,2664,null,null,null,null
"Beaumont-Port Arthur, TX",1981,393359,1.7841,6895,null,null,null,null
"Beaumont-Port Arthur, TX",1982,399300,1.5103,5941,7209,3410,null,null
"Beaumont-Port Arthur, TX",1983,400634,0.3341,1334,7047,3425,null,null
"Beaumont-Port Arthur, TX",1984,398516,-0.5287,-2118,6675,3447,null,null
"Beaumont-Port Arthur, TX",1985,393786,-1.1869,-4730,6358,3469,null,null
"Beaumont-Port Arthur, TX",1986,381420,-3.1403,-12366,6102,3510,null,null
"Beaumont-Port Arthur, TX",1987,379118,-0.6035,-2302,5841,3558,null,null
"Beaumont-Port Arthur, TX",1988,375245,-1.0216,-3873,5694,3619,null,null
"Beaumont-Port Arthur, TX",1989,374021,-0.3262,-1224,5666,3599,null,null
"Beaumont-Port Arthur, TX",1990,374787,0.2048,766,4238,2686,null,null
"Beaumont-Port Arthur, TX",1991,380069,1.4093,5282,5788,3579,null,null
"Beaumont-Port Arthur, TX",1992,384799,1.2445,4730,5916,3775,528,1119
"Beaumont-Port Arthur, TX",1993,389937,1.3352,5138,5982,3649,632,1190
"Beaumont-Port Arthur, TX",1994,391836,0.487,1899,5862,3772,534,-1542
"Beaumont-Port Arthur, TX",1995,395704,0.9871,3868,5675,3636,503,-454
"Beaumont-Port Arthur, TX",1996,395151,-0.1398,-553,5499,3985,452,-3031
"Beaumont-Port Arthur, TX",1997,396639,0.3766,1488,5451,3981,458,-1034
"Beaumont-Port Arthur, TX",1998,397703,0.2683,1064,5532,3967,435,-1518
"Beaumont-Port Arthur, TX",1999,400075,0.5964,2372,5594,4092,441,-621
"Beaumont-Port Arthur, TX",2000,400162,0.0217,87,null,null,null,null
"Beaumont-Port Arthur, TX",2001,397731,-0.6075,-2431,5336,4145,655,-4601
"Beaumont-Port Arthur, TX",2002,397949,0.0548,218,5317,4121,608,-2320
"Beaumont-Port Arthur, TX",2003,398146,0.0495,197,5276,3995,512,-2432
"Beaumont-Port Arthur, TX",2004,398998,0.214,852,5279,4083,499,-1502
"Beaumont-Port Arthur, TX",2005,400115,0.28,1117,5367,4130,506,-1445
"Beaumont-Port Arthur, TX",2006,393468,-1.6613,-6647,5007,4109,509,-8840
"Beaumont-Port Arthur, TX",2007,396665,0.8125,3197,5648,3978,451,524
"Beaumont-Port Arthur, TX",2008,399641,0.7503,2976,5446,4081,448,-72
"Beaumont-Port Arthur, TX",2009,401592,0.4882,1951,5245,4043,448,-732
"Beaumont-Port Arthur, TX",2010,403190,0.3979,1598,1343,839,121,-93
"Beaumont-Port Arthur, TX",2011,405226,0.505,2036,5231,3898,454,-126
"Beaumont-Port Arthur, TX",2012,403668,-0.3845,-1558,5297,3887,450,-3480
"Beaumont-Port Arthur, TX",2013,405225,0.3857,1557,5514,4114,508,-350
"Beaumont-Port Arthur, TX",2014,405407,0.0449,182,5529,4246,602,-1666
"Beaumont-Port Arthur, TX",2015,408261,0.704,2854,5809,4148,623,631
"Beaumont-Port Arthur, TX",2016,409968,0.4181,1707,5704,4223,615,-282
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Beckley, WV",1970,119412,null,null,null,null,null,null
"Beckley, WV",1971,122400,2.5023,2988,null,null,null,null
"Beckley, WV",1972,126500,3.3497,4100,null,null,null,null
"Beckley, WV",1973,128700,1.7391,2200,null,null,null,null
"Beckley, WV",1974,129400,0.5439,700,null,null,null,null
"Beckley, WV",1975,132600,2.473,3200,null,null,null,null
"Beckley, WV",1976,138400,4.3741,5800,null,null,null,null
"Beckley, WV",1977,142200,2.7457,3800,null,null,null,null
"Beckley, WV",1978,144100,1.3361,1900,null,null,null,null
"Beckley, WV",1979,145100,0.694,1000,null,null,null,null
"Beckley, WV",1980,144684,-0.2867,-416,null,null,null,null
"Beckley, WV",1981,144324,-0.2488,-360,null,null,null,null
"Beckley, WV",1982,144345,0.0146,21,2013,1509,null,null
"Beckley, WV",1983,144081,-0.1829,-264,1968,1576,null,null
"Beckley, WV",1984,142180,-1.3194,-1901,1807,1538,null,null
"Beckley, WV",1985,140228,-1.3729,-1952,1727,1500,null,null
"Beckley, WV",1986,137822,-1.7158,-2406,1639,1573,null,null
"Beckley, WV",1987,133725,-2.9727,-4097,1488,1546,null,null
"Beckley, WV",1988,129757,-2.9673,-3968,1420,1470,null,null
"Beckley, WV",1989,125854,-3.0079,-3903,1373,1501,null,null
"Beckley, WV",1990,124771,-0.8605,-1083,1016,1150,null,null
"Beckley, WV",1991,124959,0.1507,188,1457,1466,null,null
"Beckley, WV",1992,125222,0.2105,263,1467,1596,16,335
"Beckley, WV",1993,126345,0.8968,1123,1525,1531,22,1065
"Beckley, WV",1994,126577,0.1836,232,1426,1589,42,316
"Beckley, WV",1995,127571,0.7853,994,1442,1646,32,515
"Beckley, WV",1996,128425,0.6694,854,1461,1581,63,720
"Beckley, WV",1997,128275,-0.1168,-150,1579,1509,36,-363
"Beckley, WV",1998,127892,-0.2986,-383,1402,1446,30,-431
"Beckley, WV",1999,127431,-0.3605,-461,1567,1367,24,-794
"Beckley, WV",2000,126799,-0.496,-632,null,null,null,null
"Beckley, WV",2001,125318,-1.168,-1481,1396,1604,57,-863
"Beckley, WV",2002,125672,0.2825,354,1453,1550,34,572
"Beckley, WV",2003,125519,-0.1217,-153,1399,1552,10,161
"Beckley, WV",2004,125145,-0.298,-374,1518,1541,45,-220
"Beckley, WV",2005,124570,-0.4595,-575,1463,1490,30,-452
"Beckley, WV",2006,124378,-0.1541,-192,1488,1482,41,-126
"Beckley, WV",2007,124566,0.1512,188,1535,1590,31,337
"Beckley, WV",2008,124550,-0.0128,-16,1524,1483,31,40
"Beckley, WV",2009,124816,0.2136,266,1427,1461,29,298
"Beckley, WV",2010,124898,0.0657,82,373,420,24,38
"Beckley, WV",2011,125203,0.2442,305,1547,1627,87,321
"Beckley, WV",2012,125140,-0.0503,-63,1541,1626,86,-56
"Beckley, WV",2013,124414,-0.5802,-726,1532,1737,64,-594
"Beckley, WV",2014,123480,-0.7507,-934,1447,1578,72,-801
"Beckley, WV",2015,122255,-0.9921,-1225,1332,1691,75,-931
"Beckley, WV",2016,120924,-1.0887,-1331,1326,1761,74,-928
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bellingham, WA",1970,81983,null,null,null,null,null,null
"Bellingham, WA",1971,85700,4.5339,3717,null,null,null,null
"Bellingham, WA",1972,89400,4.3174,3700,null,null,null,null
"Bellingham, WA",1973,89700,0.3356,300,null,null,null,null
"Bellingham, WA",1974,91000,1.4493,1300,null,null,null,null
"Bellingham, WA",1975,93300,2.5275,2300,null,null,null,null
"Bellingham, WA",1976,96100,3.0011,2800,null,null,null,null
"Bellingham, WA",1977,98500,2.4974,2400,null,null,null,null
"Bellingham, WA",1978,101500,3.0457,3000,null,null,null,null
"Bellingham, WA",1979,104400,2.8571,2900,null,null,null,null
"Bellingham, WA",1980,106701,2.204,2301,null,null,null,null
"Bellingham, WA",1981,109096,2.2446,2395,null,null,null,null
"Bellingham, WA",1982,109885,0.7232,789,1679,840,null,null
"Bellingham, WA",1983,110630,0.678,745,1662,842,null,null
"Bellingham, WA",1984,111294,0.6002,664,1644,826,null,null
"Bellingham, WA",1985,112441,1.0306,1147,1624,856,null,null
"Bellingham, WA",1986,113262,0.7302,821,1590,858,null,null
"Bellingham, WA",1987,115361,1.8532,2099,1574,884,null,null
"Bellingham, WA",1988,119002,3.1562,3641,1630,915,null,null
"Bellingham, WA",1989,123294,3.6067,4292,1705,906,null,null
"Bellingham, WA",1990,127780,3.6385,4486,1303,669,null,null
"Bellingham, WA",1991,133823,4.7292,6043,1827,1025,null,null
"Bellingham, WA",1992,138957,3.8364,5134,1930,1000,536,3351
"Bellingham, WA",1993,143669,3.391,4712,1977,1090,410,3063
"Bellingham, WA",1994,147593,2.7313,3924,1868,1008,499,2163
"Bellingham, WA",1995,151369,2.5584,3776,1933,1130,445,2152
"Bellingham, WA",1996,155134,2.4873,3765,1898,1140,531,2066
"Bellingham, WA",1997,158133,1.9332,2999,1953,1120,662,1037
"Bellingham, WA",1998,160988,1.8054,2855,1923,1112,641,939
"Bellingham, WA",1999,164566,2.2225,3578,2011,1135,602,1586
"Bellingham, WA",2000,166814,1.366,2248,null,null,null,null
"Bellingham, WA",2001,171172,2.6125,4358,1990,1241,677,2218
"Bellingham, WA",2002,174904,2.1803,3732,1942,1218,646,2495
"Bellingham, WA",2003,177851,1.6849,2947,2043,1356,570,1768
"Bellingham, WA",2004,181756,2.1957,3905,2070,1312,543,2802
"Bellingham, WA",2005,185450,2.0324,3694,2077,1337,568,2494
"Bellingham, WA",2006,188926,1.8744,3476,2171,1305,570,2141
"Bellingham, WA",2007,192837,2.0701,3911,2193,1373,519,2648
"Bellingham, WA",2008,196708,2.0074,3871,2329,1424,509,2675
"Bellingham, WA",2009,199865,1.6049,3157,2429,1419,506,1888
"Bellingham, WA",2010,201140,0.6379,1275,608,356,86,128
"Bellingham, WA",2011,203482,1.1644,2342,2285,1429,347,726
"Bellingham, WA",2012,205008,0.7499,1526,2261,1476,318,437
"Bellingham, WA",2013,206348,0.6536,1340,2290,1602,344,324
"Bellingham, WA",2014,208325,0.9581,1977,2221,1539,389,932
"Bellingham, WA",2015,212164,1.8428,3839,2326,1520,409,2500
"Bellingham, WA",2016,216800,2.1851,4636,2371,1580,397,3305
area,year,population,percentChange,totalPopulationChange,births,deaths,internationalImmigration,domesticMigration
"Bend-Redmond, OR",1970,30442,null,null,null,null,null,null
"Bend-Redmond, OR",1971,32800,7.7459,2358,null,null,null,null
"Bend-Redmond, OR",1972,34800,6.0976,2000,null,null,null,null
"Bend-Redmond, OR",1973,37700,8.3333,2900,null,null,null,null
"Bend-Redmond, OR",1974,40200,6.6313,2500,null,null,null,null
"Bend-Redmond, OR",1975,42400,5.4726,2200,null,null,null,null
"Bend-Redmond, OR",1976,44700,5.4245,2300,null,null,null,null
